A1,257672,0.0,109948,-1.262705,8e-06,1.2467028195768264,0.004282,0.6857452500000001,59.999989,5.974320064720934
A5,257672,0.0,646,1.0,2.0,19.77721289080692,4.0,12.0,10646.0,135.94741156590695
A6,257672,0.0,627,0.0,0.0,18.514774597162283,2.0,10.0,11018.0,111.98617659513441
A7,257672,0.0,257672,7.293876492120432e-06,0.2508944257427628,0.4997133621400432,0.49920888566468347,0.7484875844056781,0.999998535435758,0.28825642377208477
A8,257672,0.0,9382,24.0,114.0,8572.983149119811,528.0,1362.0,14355774.0,173774.21707718263
A9,257672,0.0,8653,0.0,0.0,14387.343378403551,178.0,1064.0,14657531.0,146199.562884436
A10,256286,0.54,115171,0.0,30.792893499999998,91257.13758449254,2958.1459015,125000.0003,1000000.003,160338.69903917922
A11,256357,0.51,13,0.0,62.0,179.97334186310496,254.0,254.0,255.0,102.48787305910889
A12,257672,0.0,9,0.0,0.0,84.75528578968611,29.0,252.0,254.0,112.7622265409411
A13,257672,0.0,121355,0.0,1.2317993162500002e+24,7.060826527995455e+27,7.439421875e+25,8e+27,5.988000256e+29,1.8573148739079181e+28
A14,257672,0.0,116380,0.0,0.0,658216.8369560024,1747.624817,22106.2817425,22422730.0,2412376.470777402
A15,257672,0.0,490,0.0,0.0,4.889336055139868,0.0,3.0,5319.0,65.57507991736469
A16,257672,0.0,476,0.0,0.0,6.743716818280605,0.0,2.0,5507.0,53.70232455583123
A19,257672,0.0,114318,0.0,0.008,912.3043747077797,0.3817285,58.094736,84371.496,6922.166438252188
A20,257672,0.0,110270,0.0,0.0,98.91584544923003,0.007,56.438859,57739.24,1094.050796790158
A21,257672,0.0,117101,0.0,0.0,5419.394002393295,0.6741090000000001,2787.37477725,1483830.917,49034.590425044174
A22,256357,0.51,114246,0.0,0.0,582.9876381646687,0.0,119.687039,463199.2401,3936.0361358037267
A23,257672,0.0,22,0.0,0.0,121.7541331615387,0.0,255.0,255.0,127.36746392360277
A24,256357,0.51,113867,0.0,0.0,1005873659.7614967,0.0,2006840576.0,4294958913.0,1367695222.5590982
A25,256357,0.51,113580,0.0,0.0,1001961014.567408,0.0,1991652160.0,4294881924.0,1363767707.4944034
A26,257672,0.0,19,0.0,0.0,119.25509174454345,0.0,255.0,255.0,127.23050694947824
A27,257672,0.0,63878,0.0,0.0,0.046038275152131394,0.0,0.08208325,3.821465,0.09290847333009788
A28,256357,0.51,57160,0.0,0.0,0.02364385291605066,0.0,0.036855,3.226788,0.053685151642928225
A29,256357,0.51,53059,0.0,0.0,0.02237965430629942,0.0,0.044663,2.928778,0.04576013206636374
A30,257672,0.0,1377,24.0,57.0,137.63859868359776,73.0,100.0,1504.0,205.90140246655494
A31,257672,0.0,1362,0.0,0.0,121.65017541680896,44.0,89.0,1500.0,254.04139313188765
A32,256357,0.51,14,0.0,0.0,0.1026459195574921,0.0,0.0,172.0,0.7123090383066306
A33,257672,0.0,2819,0.0,0.0,1968.907762581887,0.0,0.0,6558056.0,49625.32986892306
A34,257672,0.0,57,1.0,2.0,9.38320422863175,5.0,12.0,63.0,10.829717058280949
A36,257672,0.0,52,1.0,1.0,6.050486665217797,2.0,6.0,59.0,8.173759019594566
A37,257672,0.0,52,1.0,1.0,5.238287435188922,1.0,4.0,59.0,8.160833454442987
A38,257672,0.0,35,1.0,1.0,4.032688844732839,1.0,3.0,46.0,5.831523480591247
A39,257672,0.0,58,1.0,1.0,8.32298813996088,3.0,8.0,65.0,11.12076907390289
A40,257672,0.0,257672,2.0,64419.75,128837.5,128837.5,193255.25,257673.0,74383.64361874189
A43,257672,0.0,11,0.0,0.0,0.1320050296500978,0.0,0.0,30.0,0.6818549188087507
A44,257672,0.0,52,1.0,2.0,6.800067527709646,3.0,8.0,60.0,8.3962747214342
A45,256357,0.51,57,1.0,2.0,9.133848500333519,4.0,11.0,62.0,10.887559627519558
